State,County,Month,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F)
Texas,"Hutchinson County, TX",1,47.72,27.46
Texas,"Hutchinson County, TX",2,52.89,31.33
Texas,"Hutchinson County, TX",3,62.76,38.86
Texas,"Hutchinson County, TX",4,72.46,46.52
Texas,"Hutchinson County, TX",5,82.02,56.72
Texas,"Hutchinson County, TX",6,91.57,67.36
Texas,"Hutchinson County, TX",7,95.23,71.86
Texas,"Hutchinson County, TX",8,93.58,71.16
Texas,"Hutchinson County, TX",9,85.76,62.1
Texas,"Hutchinson County, TX",10,73.95,49.66
Texas,"Hutchinson County, TX",11,60.15,36.94
Texas,"Hutchinson County, TX",12,48.92,28.34
Texas,"Hutchinson County, TX",,72.34,49.11
Texas,"Irion County, TX",1,58.42,37.56
Texas,"Irion County, TX",2,63.33,41.49
Texas,"Irion County, TX",3,71.76,47.61
Texas,"Irion County, TX",4,80.82,54.91
Texas,"Irion County, TX",5,89.07,64.02
Texas,"Irion County, TX",6,94.14,71
Texas,"Irion County, TX",7,95.01,73.32
Texas,"Irion County, TX",8,94.21,74.16
Texas,"Irion County, TX",9,88.4,67.62
Texas,"Irion County, TX",10,79.83,57.57
Texas,"Irion County, TX",11,68.33,46.07
Texas,"Irion County, TX",12,59.25,38.18
Texas,"Irion County, TX",,78.61,56.19
Texas,"Jack County, TX",1,54.1,34.85
Texas,"Jack County, TX",2,58.57,38.4
Texas,"Jack County, TX",3,67.71,45.61
Texas,"Jack County, TX",4,76.49,52.21
Texas,"Jack County, TX",5,85.28,62.43
Texas,"Jack County, TX",6,92.76,71.4
Texas,"Jack County, TX",7,97.9,75.61
Texas,"Jack County, TX",8,97.67,76.19
Texas,"Jack County, TX",9,89.11,67.8
Texas,"Jack County, TX",10,78.45,56.56
Texas,"Jack County, TX",11,66.02,45.08
Texas,"Jack County, TX",12,55.55,36.14
Texas,"Jack County, TX",,76.72,55.27
Texas,"Jackson County, TX",1,64.51,46.58
Texas,"Jackson County, TX",2,68.01,49.04
Texas,"Jackson County, TX",3,74.18,53.15
Texas,"Jackson County, TX",4,81.82,59.29
Texas,"Jackson County, TX",5,87.81,67.78
Texas,"Jackson County, TX",6,91.24,73.61
Texas,"Jackson County, TX",7,92.94,75.28
Texas,"Jackson County, TX",8,93.64,76.12
Texas,"Jackson County, TX",9,89.6,72.81
Texas,"Jackson County, TX",10,82.51,64.43
Texas,"Jackson County, TX",11,73.92,55.55
Texas,"Jackson County, TX",12,66.33,48.38
Texas,"Jackson County, TX",,80.6,61.89
Texas,"Jasper County, TX",1,60.38,40.29
Texas,"Jasper County, TX",2,64.08,43.56
Texas,"Jasper County, TX",3,71.39,48.97
Texas,"Jasper County, TX",4,78.57,54.48
Texas,"Jasper County, TX",5,84.6,64.39
Texas,"Jasper County, TX",6,88.94,71.76
Texas,"Jasper County, TX",7,91.36,74.3
Texas,"Jasper County, TX",8,91.92,74.34
Texas,"Jasper County, TX",9,87.67,68.86
Texas,"Jasper County, TX",10,80.43,58.58
Texas,"Jasper County, TX",11,70.71,49.14
Texas,"Jasper County, TX",12,62.34,42.09
Texas,"Jasper County, TX",,77.76,57.63
Texas,"Jeff Davis County, TX",1,54.42,36.72
Texas,"Jeff Davis County, TX",2,59.14,40.32
Texas,"Jeff Davis County, TX",3,66.1,45.32
Texas,"Jeff Davis County, TX",4,74.3,52.25
Texas,"Jeff Davis County, TX",5,82.62,60.79
Texas,"Jeff Davis County, TX",6,89.06,68.13
Texas,"Jeff Davis County, TX",7,88.26,69.5
Texas,"Jeff Davis County, TX",8,86.67,68.53
Texas,"Jeff Davis County, TX",9,81.81,62.87
Texas,"Jeff Davis County, TX",10,73.98,54.47
Texas,"Jeff Davis County, TX",11,62.98,43.76
Texas,"Jeff Davis County, TX",12,55.16,37.09
Texas,"Jeff Davis County, TX",,72.93,53.37
Texas,"Jefferson County, TX",1,61.24,46.19
Texas,"Jefferson County, TX",2,63.88,48.62
Texas,"Jefferson County, TX",3,69.89,53.52
Texas,"Jefferson County, TX",4,76.45,59.32
Texas,"Jefferson County, TX",5,82.87,68.53
Texas,"Jefferson County, TX",6,87.19,75.05
Texas,"Jefferson County, TX",7,89.06,77.2
Texas,"Jefferson County, TX",8,89.48,77.17
Texas,"Jefferson County, TX",9,86.09,72.67
Texas,"Jefferson County, TX",10,79.31,63.97
Texas,"Jefferson County, TX",11,70.82,55.21
Texas,"Jefferson County, TX",12,63.36,48.18
Texas,"Jefferson County, TX",,76.69,62.2
Texas,"Jim Hogg County, TX",1,70.02,51.53
Texas,"Jim Hogg County, TX",2,74.38,53.99
Texas,"Jim Hogg County, TX",3,81.74,58.09
Texas,"Jim Hogg County, TX",4,89.43,63.59
Texas,"Jim Hogg County, TX",5,94.8,70.2
Texas,"Jim Hogg County, TX",6,96.1,73.76
Texas,"Jim Hogg County, TX",7,96.44,74.9
Texas,"Jim Hogg County, TX",8,96.36,76.37
Texas,"Jim Hogg County, TX",9,91.38,74.3
Texas,"Jim Hogg County, TX",10,86.32,67.21
Texas,"Jim Hogg County, TX",11,78.54,59.34
Texas,"Jim Hogg County, TX",12,71.22,52.72
Texas,"Jim Hogg County, TX",,85.61,64.71
Texas,"Jim Wells County, TX",1,69.32,50.28
Texas,"Jim Wells County, TX",2,73.35,52.57
Texas,"Jim Wells County, TX",3,79.87,56.3
Texas,"Jim Wells County, TX",4,87.59,61.89
Texas,"Jim Wells County, TX",5,92.95,68.97
Texas,"Jim Wells County, TX",6,94.75,73.6
Texas,"Jim Wells County, TX",7,95.46,74.96
Texas,"Jim Wells County, TX",8,95.65,76.36
Texas,"Jim Wells County, TX",9,91.08,74.21
Texas,"Jim Wells County, TX",10,85.45,66.69
Texas,"Jim Wells County, TX",11,77.74,58.52
Texas,"Jim Wells County, TX",12,70.63,51.7
Texas,"Jim Wells County, TX",,84.53,63.89
Texas,"Johnson County, TX",1,56.19,37.17
Texas,"Johnson County, TX",2,60.5,40.52
Texas,"Johnson County, TX",3,68.88,47.11
Texas,"Johnson County, TX",4,77.68,53.68
Texas,"Johnson County, TX",5,86.07,63.79
Texas,"Johnson County, TX",6,92.97,72.21
Texas,"Johnson County, TX",7,97.68,75.83
Texas,"Johnson County, TX",8,97.8,76.87
Texas,"Johnson County, TX",9,89.86,69.2
Texas,"Johnson County, TX",10,79.76,58.3
Texas,"Johnson County, TX",11,67.8,47.36
Texas,"Johnson County, TX",12,57.75,38.64
Texas,"Johnson County, TX",,77.83,56.8
Texas,"Jones County, TX",1,56.05,34.85
Texas,"Jones County, TX",2,60.87,38.73
Texas,"Jones County, TX",3,70.08,45.8
Texas,"Jones County, TX",4,79.61,52.83
Texas,"Jones County, TX",5,88.29,62.97
Texas,"Jones County, TX",6,94.73,72.01
Texas,"Jones County, TX",7,97.74,75.76
Texas,"Jones County, TX",8,97.02,76.62
Texas,"Jones County, TX",9,89.63,68.33
Texas,"Jones County, TX",10,79.74,56.87
Texas,"Jones County, TX",11,67.25,44.48
Texas,"Jones County, TX",12,57.09,35.93
Texas,"Jones County, TX",,78.26,55.51
Texas,"Karnes County, TX",1,65.88,45.87
Texas,"Karnes County, TX",2,70.33,48.46
Texas,"Karnes County, TX",3,77.68,52.97
Texas,"Karnes County, TX",4,85.95,59.13
Texas,"Karnes County, TX",5,92.01,67.64
Texas,"Karnes County, TX",6,94.74,73.17
Texas,"Karnes County, TX",7,96.04,74.71
Texas,"Karnes County, TX",8,96.52,76.06
Texas,"Karnes County, TX",9,91.26,72.87
Texas,"Karnes County, TX",10,84.62,64.06
Texas,"Karnes County, TX",11,75.65,54.8
Texas,"Karnes County, TX",12,67.58,47.37
Texas,"Karnes County, TX",,83.24,61.48
Texas,"Kaufman County, TX",1,55.52,36.55
Texas,"Kaufman County, TX",2,60.05,40.06
Texas,"Kaufman County, TX",3,68.29,46.34
Texas,"Kaufman County, TX",4,76.6,52.29
Texas,"Kaufman County, TX",5,85.09,63.07
Texas,"Kaufman County, TX",6,92.36,71.8
Texas,"Kaufman County, TX",7,97.31,75.39
Texas,"Kaufman County, TX",8,98.03,76.11
Texas,"Kaufman County, TX",9,90.15,68.4
Texas,"Kaufman County, TX",10,79.76,57.14
Texas,"Kaufman County, TX",11,67.7,46.77
Texas,"Kaufman County, TX",12,57.38,38.3
Texas,"Kaufman County, TX",,77.44,56.1
Texas,"Kendall County, TX",1,60.07,41.99
Texas,"Kendall County, TX",2,64.61,45.25
Texas,"Kendall County, TX",3,71.88,51
Texas,"Kendall County, TX",4,80.49,57.54
Texas,"Kendall County, TX",5,87.41,65.75
Texas,"Kendall County, TX",6,91.17,70.84
Texas,"Kendall County, TX",7,93.25,72.44
Texas,"Kendall County, TX",8,93.43,73.67
Texas,"Kendall County, TX",9,87.49,69.55
Texas,"Kendall County, TX",10,79.44,60.54
Texas,"Kendall County, TX",11,69.52,50.87
Texas,"Kendall County, TX",12,61.44,43.23
Texas,"Kendall County, TX",,78.41,58.61
Texas,"Kenedy County, TX",1,70.7,54.2
Texas,"Kenedy County, TX",2,73.9,55.75
Texas,"Kenedy County, TX",3,79.54,58.77
Texas,"Kenedy County, TX",4,86.19,63.7
Texas,"Kenedy County, TX",5,91.15,70.41
Texas,"Kenedy County, TX",6,92.9,74.58
Texas,"Kenedy County, TX",7,93.75,75.7
Texas,"Kenedy County, TX",8,93.92,76.82
Texas,"Kenedy County, TX",9,89.9,75.22
Texas,"Kenedy County, TX",10,84.84,68.8
Texas,"Kenedy County, TX",11,78.34,61.74
Texas,"Kenedy County, TX",12,71.99,55.43
Texas,"Kenedy County, TX",,83.97,65.97
Texas,"Kent County, TX",1,55.33,34.32
Texas,"Kent County, TX",2,60.4,38.26
Texas,"Kent County, TX",3,69.5,45.04
Texas,"Kent County, TX",4,78.89,52.25
Texas,"Kent County, TX",5,87.45,61.83
Texas,"Kent County, TX",6,94.34,70.66
Texas,"Kent County, TX",7,97.05,74.67
Texas,"Kent County, TX",8,96.01,75.36
Texas,"Kent County, TX",9,88.86,67.16
Texas,"Kent County, TX",10,78.96,55.85
Texas,"Kent County, TX",11,66.31,43.67
Texas,"Kent County, TX",12,56,35.25
Texas,"Kent County, TX",,77.5,54.61
Texas,"Kerr County, TX",1,60.03,40.76
Texas,"Kerr County, TX",2,64.64,44.08
Texas,"Kerr County, TX",3,72,49.92
Texas,"Kerr County, TX",4,80.68,56.57
Texas,"Kerr County, TX",5,87.27,64.82
Texas,"Kerr County, TX",6,90.98,69.96
Texas,"Kerr County, TX",7,92.51,71.56
Texas,"Kerr County, TX",8,92.47,72.74
Texas,"Kerr County, TX",9,86.58,68.19
Texas,"Kerr County, TX",10,78.64,59.23
Texas,"Kerr County, TX",11,68.86,49.25
Texas,"Kerr County, TX",12,61.04,41.75
Texas,"Kerr County, TX",,78.03,57.46
Texas,"Kimble County, TX",1,60.45,39.05
Texas,"Kimble County, TX",2,65.03,42.57
Texas,"Kimble County, TX",3,72.7,48.71
Texas,"Kimble County, TX",4,81.54,55.67
Texas,"Kimble County, TX",5,88.42,64.46
Texas,"Kimble County, TX",6,92.42,70.32
Texas,"Kimble County, TX",7,93.91,72.34
Texas,"Kimble County, TX",8,93.65,73.58
Texas,"Kimble County, TX",9,87.63,67.91
Texas,"Kimble County, TX",10,79.49,58.23
Texas,"Kimble County, TX",11,69.36,47.57
Texas,"Kimble County, TX",12,61.25,39.86
Texas,"Kimble County, TX",,78.88,56.76
Texas,"King County, TX",1,54.64,34
Texas,"King County, TX",2,59.48,37.74
Texas,"King County, TX",3,68.91,44.84
Texas,"King County, TX",4,78.35,52.07
Texas,"King County, TX",5,87.02,62.07
Texas,"King County, TX",6,94.37,71.55
Texas,"King County, TX",7,97.63,75.49
Texas,"King County, TX",8,96.72,76.01
Texas,"King County, TX",9,89.04,67.5
Texas,"King County, TX",10,78.85,56.09
Texas,"King County, TX",11,65.94,43.73
Texas,"King County, TX",12,55.44,35.05
Texas,"King County, TX",,77.28,54.76
Texas,"Kinney County, TX",1,64.38,45.45
Texas,"Kinney County, TX",2,69.51,48.78
Texas,"Kinney County, TX",3,77.71,54.13
Texas,"Kinney County, TX",4,86.76,60.89
Texas,"Kinney County, TX",5,93.62,69.26
Texas,"Kinney County, TX",6,96.95,74.51
Texas,"Kinney County, TX",7,97.52,76.37
Texas,"Kinney County, TX",8,97.26,77.87
Texas,"Kinney County, TX",9,91.56,73.06
Texas,"Kinney County, TX",10,84.06,63.55
Texas,"Kinney County, TX",11,73.89,53.4
Texas,"Kinney County, TX",12,65.33,46.09
Texas,"Kinney County, TX",,83.27,62.01
Texas,"Kleberg County, TX",1,69.07,53.14
Texas,"Kleberg County, TX",2,72.24,55.01
Texas,"Kleberg County, TX",3,77.78,58.37
Texas,"Kleberg County, TX",4,84.75,63.78
Texas,"Kleberg County, TX",5,89.95,70.67
Texas,"Kleberg County, TX",6,92.2,75.27
Texas,"Kleberg County, TX",7,93.14,76.58
Texas,"Kleberg County, TX",8,93.41,77.72
Texas,"Kleberg County, TX",9,89.64,75.8
Texas,"Kleberg County, TX",10,84.27,68.97
Texas,"Kleberg County, TX",11,77.15,61.24
Texas,"Kleberg County, TX",12,70.54,54.59
Texas,"Kleberg County, TX",,82.89,65.98
Texas,"Knox County, TX",1,54.42,33.58
Texas,"Knox County, TX",2,59.18,37.38
Texas,"Knox County, TX",3,68.74,44.47
Texas,"Knox County, TX",4,78.46,51.7
Texas,"Knox County, TX",5,87.41,62.28
Texas,"Knox County, TX",6,94.94,72.15
Texas,"Knox County, TX",7,98.57,76.09
Texas,"Knox County, TX",8,97.73,76.49
Texas,"Knox County, TX",9,89.72,67.84
Texas,"Knox County, TX",10,79.13,56.11
Texas,"Knox County, TX",11,65.97,43.5
Texas,"Knox County, TX",12,55.32,34.59
Texas,"Knox County, TX",,77.55,54.77
Texas,"Lamar County, TX",1,52.56,34.23
Texas,"Lamar County, TX",2,57.21,38.02
Texas,"Lamar County, TX",3,65.83,44.78
Texas,"Lamar County, TX",4,73.83,51.01
Texas,"Lamar County, TX",5,81.91,61.71
Texas,"Lamar County, TX",6,89.69,70.53
Texas,"Lamar County, TX",7,94.94,74.3
Texas,"Lamar County, TX",8,96.18,74.2
Texas,"Lamar County, TX",9,88.09,66.05
Texas,"Lamar County, TX",10,77.39,55.01
Texas,"Lamar County, TX",11,65.14,44.74
Texas,"Lamar County, TX",12,54.84,36.29
Texas,"Lamar County, TX",,74.89,54.32
Texas,"Lamb County, TX",1,50.63,29.97
Texas,"Lamb County, TX",2,55.91,33.82
Texas,"Lamb County, TX",3,64.94,40.19
Texas,"Lamb County, TX",4,74.09,47.67
Texas,"Lamb County, TX",5,83.52,57.4
Texas,"Lamb County, TX",6,91.33,66.71
Texas,"Lamb County, TX",7,93.09,69.34
Texas,"Lamb County, TX",8,91.61,68.53
Texas,"Lamb County, TX",9,84.93,60.46
Texas,"Lamb County, TX",10,74.84,49.94
Texas,"Lamb County, TX",11,61.85,38.2
Texas,"Lamb County, TX",12,51.4,30.58
Texas,"Lamb County, TX",,73.26,49.48
Texas,"Lampasas County, TX",1,58.48,39.06
Texas,"Lampasas County, TX",2,62.9,42.42
Texas,"Lampasas County, TX",3,70.85,48.73
Texas,"Lampasas County, TX",4,79.97,55.47
Texas,"Lampasas County, TX",5,87.77,64.87
Texas,"Lampasas County, TX",6,92.77,71.69
Texas,"Lampasas County, TX",7,96.27,74.83
Texas,"Lampasas County, TX",8,96.3,76.38
Texas,"Lampasas County, TX",9,89.42,70.07
Texas,"Lampasas County, TX",10,80.36,59.61
Texas,"Lampasas County, TX",11,68.98,48.62
Texas,"Lampasas County, TX",12,60,40.54
Texas,"Lampasas County, TX",,78.75,57.77
Texas,"La Salle County, TX",1,68.01,47.35
Texas,"La Salle County, TX",2,72.96,50.34
Texas,"La Salle County, TX",3,80.81,54.87
Texas,"La Salle County, TX",4,89.5,61.16
Texas,"La Salle County, TX",5,95.58,69.41
Texas,"La Salle County, TX",6,97.78,74.28
Texas,"La Salle County, TX",7,98.51,75.9
Texas,"La Salle County, TX",8,98.59,77.51
Texas,"La Salle County, TX",9,92.91,74.14
Texas,"La Salle County, TX",10,86.78,65.31
Texas,"La Salle County, TX",11,77.73,55.86
Texas,"La Salle County, TX",12,69.44,48.54
Texas,"La Salle County, TX",,85.77,62.95
Texas,"Lavaca County, TX",1,63.57,44.32
Texas,"Lavaca County, TX",2,67.66,47.11
Texas,"Lavaca County, TX",3,74.39,51.58
Texas,"Lavaca County, TX",4,82.64,57.73
Texas,"Lavaca County, TX",5,89.07,66.72
Texas,"Lavaca County, TX",6,92.52,72.65
Texas,"Lavaca County, TX",7,94.65,74.43
Texas,"Lavaca County, TX",8,95.38,75.62
Texas,"Lavaca County, TX",9,90.28,71.96
Texas,"Lavaca County, TX",10,82.59,62.79
Texas,"Lavaca County, TX",11,73.37,53.43
Texas,"Lavaca County, TX",12,65.41,45.99
Texas,"Lavaca County, TX",,81.02,60.42
Texas,"Lee County, TX",1,61.61,41.91
Texas,"Lee County, TX",2,65.88,44.98
Texas,"Lee County, TX",3,72.98,50.04
Texas,"Lee County, TX",4,81.46,55.98
Texas,"Lee County, TX",5,88.64,65.44
Texas,"Lee County, TX",6,93.28,72.07
Texas,"Lee County, TX",7,96.61,74.47
Texas,"Lee County, TX",8,97.09,75.73
Texas,"Lee County, TX",9,90.76,70.99
Texas,"Lee County, TX",10,82.11,61.17
Texas,"Lee County, TX",11,71.65,51.07
Texas,"Lee County, TX",12,63.34,43.43
Texas,"Lee County, TX",,80.52,59.01
Texas,"Leon County, TX",1,59.5,39.3
Texas,"Leon County, TX",2,63.67,42.57
Texas,"Leon County, TX",3,71.15,48.25
Texas,"Leon County, TX",4,78.86,53.77
Texas,"Leon County, TX",5,86.16,63.92
Texas,"Leon County, TX",6,91.73,71.39
Texas,"Leon County, TX",7,95.74,74.1
Texas,"Leon County, TX",8,96.42,74.78
Texas,"Leon County, TX",9,89.98,68.86
Texas,"Leon County, TX",10,81.12,58.47
Texas,"Leon County, TX",11,70.23,48.56
Texas,"Leon County, TX",12,61.19,40.79
Texas,"Leon County, TX",,78.88,57.13
Texas,"Liberty County, TX",1,61.82,43.27
Texas,"Liberty County, TX",2,65.21,46
Texas,"Liberty County, TX",3,71.83,50.86
Texas,"Liberty County, TX",4,78.55,56.28
Texas,"Liberty County, TX",5,84.89,65.93
Texas,"Liberty County, TX",6,88.97,72.74
Texas,"Liberty County, TX",7,91.12,74.84
Texas,"Liberty County, TX",8,91.75,74.98
Texas,"Liberty County, TX",9,87.69,70.25
Texas,"Liberty County, TX",10,80.62,60.84
Texas,"Liberty County, TX",11,71.49,51.86
Texas,"Liberty County, TX",12,63.65,44.86
Texas,"Liberty County, TX",,78.19,59.46
Texas,"Limestone County, TX",1,58.03,38.82
Texas,"Limestone County, TX",2,62.29,42.15
Texas,"Limestone County, TX",3,69.99,48.05
Texas,"Limestone County, TX",4,78.34,54.11
Texas,"Limestone County, TX",5,86.34,64.24
Texas,"Limestone County, TX",6,92.59,71.98
Texas,"Limestone County, TX",7,97.05,75.1
Texas,"Limestone County, TX",8,97.42,76.09
Texas,"Limestone County, TX",9,90.26,69.66
Texas,"Limestone County, TX",10,80.68,59.03
Texas,"Limestone County, TX",11,69.2,48.44
Texas,"Limestone County, TX",12,59.77,40.29
Texas,"Limestone County, TX",,78.57,57.4
Texas,"Lipscomb County, TX",1,45.56,27.02
Texas,"Lipscomb County, TX",2,50.33,30.67
Texas,"Lipscomb County, TX",3,60.44,38.64
Texas,"Lipscomb County, TX",4,70.5,46.55
Texas,"Lipscomb County, TX",5,80.13,56.86
Texas,"Lipscomb County, TX",6,89.67,67.54
Texas,"Lipscomb County, TX",7,94.73,72.34
Texas,"Lipscomb County, TX",8,93.6,71.82
Texas,"Lipscomb County, TX",9,84.92,62.48
Texas,"Lipscomb County, TX",10,72.49,50.28
Texas,"Lipscomb County, TX",11,58.59,37.66
Texas,"Lipscomb County, TX",12,46.98,28.48
Texas,"Lipscomb County, TX",,70.76,49.29
Texas,"Live Oak County, TX",1,68.08,47.48
Texas,"Live Oak County, TX",2,72.55,50.18
Texas,"Live Oak County, TX",3,79.76,54.34
Texas,"Live Oak County, TX",4,87.86,60.33
Texas,"Live Oak County, TX",5,93.55,68.4
Texas,"Live Oak County, TX",6,95.79,73.42
Texas,"Live Oak County, TX",7,96.72,74.96
Texas,"Live Oak County, TX",8,97,76.37
Texas,"Live Oak County, TX",9,91.97,73.6
Texas,"Live Oak County, TX",10,85.98,65.18
Texas,"Live Oak County, TX",11,77.48,56.31
Texas,"Live Oak County, TX",12,69.59,48.94
Texas,"Live Oak County, TX",,84.75,62.51
Texas,"Llano County, TX",1,60.68,39.91
Texas,"Llano County, TX",2,65.16,43.31
Texas,"Llano County, TX",3,72.73,49.21
Texas,"Llano County, TX",4,81.78,55.97
Texas,"Llano County, TX",5,89.17,65.14
Texas,"Llano County, TX",6,93.66,71.43
Texas,"Llano County, TX",7,96.34,73.92
Texas,"Llano County, TX",8,96.4,75.57
Texas,"Llano County, TX",9,89.94,70.01
Texas,"Llano County, TX",10,81.5,59.9
Texas,"Llano County, TX",11,70.51,49.03
Texas,"Llano County, TX",12,61.95,41.06
Texas,"Llano County, TX",,80.05,57.94
Texas,"Loving County, TX",1,58.17,38.08
Texas,"Loving County, TX",2,64.12,42.41
Texas,"Loving County, TX",3,72.69,48.45
Texas,"Loving County, TX",4,81.52,55.66
Texas,"Loving County, TX",5,90.53,64.92
Texas,"Loving County, TX",6,97.83,72.85
Texas,"Loving County, TX",7,97.67,75.47
Texas,"Loving County, TX",8,96.22,75.52
Texas,"Loving County, TX",9,90.17,68.41
Texas,"Loving County, TX",10,80.97,58.15
Texas,"Loving County, TX",11,68.43,46.34
Texas,"Loving County, TX",12,58.98,38.73
Texas,"Loving County, TX",,79.84,57.15
Texas,"Lubbock County, TX",1,51.92,31.69
Texas,"Lubbock County, TX",2,57.28,35.77
Texas,"Lubbock County, TX",3,66.18,42.14
Texas,"Lubbock County, TX",4,75.35,49.72
Texas,"Lubbock County, TX",5,84.49,59.49
Texas,"Lubbock County, TX",6,91.86,68.58
Texas,"Lubbock County, TX",7,93.51,71.3
Texas,"Lubbock County, TX",8,92.15,70.51
Texas,"Lubbock County, TX",9,85.62,62.56
Texas,"Lubbock County, TX",10,75.82,52.13
Texas,"Lubbock County, TX",11,62.93,40.42
Texas,"Lubbock County, TX",12,52.72,32.45
Texas,"Lubbock County, TX",,74.23,51.47
Texas,"Lynn County, TX",1,53.14,32.52
Texas,"Lynn County, TX",2,58.57,36.68
Texas,"Lynn County, TX",3,67.56,43.01
Texas,"Lynn County, TX",4,76.68,50.28
Texas,"Lynn County, TX",5,85.67,59.98
Texas,"Lynn County, TX",6,92.66,68.78
Texas,"Lynn County, TX",7,94.12,71.62
Texas,"Lynn County, TX",8,92.82,71.4
Texas,"Lynn County, TX",9,86.34,63.45
Texas,"Lynn County, TX",10,76.83,52.96
Texas,"Lynn County, TX",11,64.02,41.14
Texas,"Lynn County, TX",12,53.94,33.18
Texas,"Lynn County, TX",,75.27,52.16
Texas,"McCulloch County, TX",1,59.17,37.64
Texas,"McCulloch County, TX",2,63.55,41.16
Texas,"McCulloch County, TX",3,71.47,47.14
Texas,"McCulloch County, TX",4,80.66,54.04
Texas,"McCulloch County, TX",5,88.66,63.46
Texas,"McCulloch County, TX",6,93.56,70.63
Texas,"McCulloch County, TX",7,96.02,73.63
Texas,"McCulloch County, TX",8,95.72,75.02
Texas,"McCulloch County, TX",9,89.09,68.28
Texas,"McCulloch County, TX",10,80.3,57.73
Texas,"McCulloch County, TX",11,69.1,46.56
Texas,"McCulloch County, TX",12,60.16,38.41
Texas,"McCulloch County, TX",,79.03,56.21
Texas,"McLennan County, TX",1,58.05,38.92
Texas,"McLennan County, TX",2,62.44,42.24
Texas,"McLennan County, TX",3,70.36,48.27
Texas,"McLennan County, TX",4,79.25,54.65
Texas,"McLennan County, TX",5,87.47,64.77
Texas,"McLennan County, TX",6,93.5,72.57
Texas,"McLennan County, TX",7,97.85,76.11
Texas,"McLennan County, TX",8,97.98,77.31
Texas,"McLennan County, TX",9,90.7,70.58
Texas,"McLennan County, TX",10,80.98,59.71
Texas,"McLennan County, TX",11,69.31,48.73
Texas,"McLennan County, TX",12,59.78,40.42
Texas,"McLennan County, TX",,79.05,57.93
Texas,"McMullen County, TX",1,68.35,47.31
Texas,"McMullen County, TX",2,73.09,50.25
Texas,"McMullen County, TX",3,80.46,54.61
Texas,"McMullen County, TX",4,88.91,60.79
Texas,"McMullen County, TX",5,94.71,68.98
Texas,"McMullen County, TX",6,96.84,73.76
Texas,"McMullen County, TX",7,97.7,75.25
Texas,"McMullen County, TX",8,97.88,76.77
Texas,"McMullen County, TX",9,92.47,73.82
Texas,"McMullen County, TX",10,86.54,65.19
Texas,"McMullen County, TX",11,77.87,56.03
Texas,"McMullen County, TX",12,69.81,48.62
Texas,"McMullen County, TX",,85.44,62.67
Texas,"Madison County, TX",1,60.48,39.85
Texas,"Madison County, TX",2,64.64,43.06
Texas,"Madison County, TX",3,72.09,48.48
Texas,"Madison County, TX",4,79.81,53.94
Texas,"Madison County, TX",5,86.71,64.14
Texas,"Madison County, TX",6,91.7,71.42
Texas,"Madison County, TX",7,95.34,73.96
Texas,"Madison County, TX",8,95.96,74.7
Texas,"Madison County, TX",9,89.99,69.2
Texas,"Madison County, TX",10,81.67,58.89
Texas,"Madison County, TX",11,71.06,48.99
Texas,"Madison County, TX",12,62.23,41.28
Texas,"Madison County, TX",,79.37,57.39
Texas,"Marion County, TX",1,55.91,36.09
Texas,"Marion County, TX",2,60.22,39.75
Texas,"Marion County, TX",3,68.65,46.17
Texas,"Marion County, TX",4,76.66,52.16
Texas,"Marion County, TX",5,83.17,62.62
Texas,"Marion County, TX",6,89.39,70.84
Texas,"Marion County, TX",7,93.37,74.15
Texas,"Marion County, TX",8,94.38,73.88
Texas,"Marion County, TX",9,88.31,66.6
Texas,"Marion County, TX",10,79.32,55.95
Texas,"Marion County, TX",11,67.92,46.04
Texas,"Marion County, TX",12,58.1,38.11
Texas,"Marion County, TX",,76.36,55.27
Texas,"Martin County, TX",1,55.74,35.31
Texas,"Martin County, TX",2,61.26,39.33
Texas,"Martin County, TX",3,70.16,45.56
Texas,"Martin County, TX",4,79.21,52.61
Texas,"Martin County, TX",5,88.14,62.12
Texas,"Martin County, TX",6,94.57,70.24
Texas,"Martin County, TX",7,95.39,73.06
Texas,"Martin County, TX",8,94.09,73.17
Texas,"Martin County, TX",9,87.9,65.75
Texas,"Martin County, TX",10,78.74,55.25
Texas,"Martin County, TX",11,66.29,43.46
Texas,"Martin County, TX",12,56.54,35.82
Texas,"Martin County, TX",,77.41,54.38
Texas,"Mason County, TX",1,60.38,39.15
Texas,"Mason County, TX",2,64.83,42.65
Texas,"Mason County, TX",3,72.43,48.73
Texas,"Mason County, TX",4,81.37,55.66
Texas,"Mason County, TX",5,88.84,64.76
Texas,"Mason County, TX",6,93.2,71.08
Texas,"Mason County, TX",7,95.26,73.4
Texas,"Mason County, TX",8,95.09,74.8
Texas,"Mason County, TX",9,88.75,68.76
Texas,"Mason County, TX",10,80.44,58.8
Texas,"Mason County, TX",11,69.66,47.83
Texas,"Mason County, TX",12,61.28,40.07
Texas,"Mason County, TX",,79.36,57.21
Texas,"Matagorda County, TX",1,63.71,49.43
Texas,"Matagorda County, TX",2,65.98,51.44
Texas,"Matagorda County, TX",3,71.14,55.44
Texas,"Matagorda County, TX",4,77.72,61.47
Texas,"Matagorda County, TX",5,83.69,69.66
Texas,"Matagorda County, TX",6,87.63,75.36
Texas,"Matagorda County, TX",7,89.5,77.31
Texas,"Matagorda County, TX",8,90.24,77.85
Texas,"Matagorda County, TX",9,87.13,74.56
